Board Number,Board Name,Board Type,School Number,School Name,School Type,School Level,School Language,Grade Range,City
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),909700,Fenelon Falls Secondary School,Public,Secondary,English,9-12,Fenelon Falls
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),194018,Fenelon Twp Public School,Public,Elementary,English,JK-8,Cameron
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),357707,Glen Orchard Public School,Public,Elementary,English,JK-8,Port Carling
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),227099,Grandview Public School,Public,Elementary,English,JK-6,Bethany
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),914380,Gravenhurst High School,Public,Secondary,English,9-12,Gravenhurst
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),228877,Gravenhurst Public School,Public,Elementary,English,JK-8,Gravenhurst
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),915297,Haliburton Highland Secondary School,Public,Secondary,English,9-12,Haliburton
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),034789,Honey Harbour Public School,Public,Elementary,English,JK-8,Honey Harbour
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),917761,Huntsville High School,Public,Secondary,English,9-12,Huntsville
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),273597,Huntsville Public School,Public,Elementary,English,JK-8,Huntsville
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),918130,I E Weldon Secondary School,Public,Secondary,English,9-12,Lindsay
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),278211,Irwin Memorial Public School,Public,Elementary,English,JK-8,Dwight
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),240761,J Douglas Hodgson Elementary School,Public,Elementary,English,1-8,Haliburton
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),418013,Jack Callaghan Public School,Public,Elementary,English,JK-8,Lindsay
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),374601,K P Manson Public School,Public,Elementary,English,JK-8,Severn Bridge
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),294004,King Albert Public School,Public,Elementary,English,JK-6,Lindsay
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),417378,Lady Eaton Elementary School,Public,Elementary,English,JK-6,Omemee
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),170240,Lady Mackenzie Public School,Public,Elementary,English,JK-8,Kirkfield
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),307947,Langton Public School,Public,Elementary,English,JK-8,Fenelon Falls
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),311685,Leslie Frost Public School,Public,Elementary,English,JK-6,Lindsay
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),922838,Lindsay Collegiate and Vocational Institute,Public,Secondary,English,9-12,Lindsay
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),327280,Macaulay Public School,Public,Elementary,English,JK-8,Bracebridge
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),329460,Mariposa Elementary School,Public,Elementary,English,JK-8,Oakwood
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),368946,Monck Public School,Public,Elementary,English,JK-8,Bracebridge
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),382140,Muskoka Beechgrove Public School,Public,Elementary,English,JK-8,Gravenhurst
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),382191,Muskoka Falls Public School,Public,Elementary,English,JK-8,Bracebridge
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),435708,Parkview Public School,Public,Elementary,English,JK-8,Lindsay
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),099520,Pine Glen Public School,Public,Elementary,English,JK-8,Huntsville
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),575194,Queen Victoria Public School,Public,Elementary,English,JK-6,Lindsay
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),048305,Ridgewood Public School,Public,Elementary,English,JK-8,Coboconk
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),068454,Riverside Public School,Public,Elementary,English,JK-8,Huntsville
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),489425,Rolling Hills Public School,Public,Elementary,English,1-8,Bethany
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),503630,Scott Young Public School,Public,Elementary,English,1-8,Omemee
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),099783,Spruce Glen Public School,Public,Elementary,English,JK-8,Huntsville
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),575976,Stuart W Baker Elementary School,Public,Elementary,English,JK-3,Haliburton
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),568694,V K Greer Memorial Public School,Public,Elementary,English,JK-8,Utterson
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),590002,Watt Public School,Public,Elementary,English,JK-8,Utterson
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),606138,Wilberforce Elementary School,Public,Elementary,English,4-8,Wilberforce
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),620173,Woodville Elementary School,Public,Elementary,English,JK-8,Woodville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),891630,Almonte District High School,Public,Secondary,English,9-12,Almonte
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),557661,Almonte Intermediate School,Public,Elementary,English,7-8,Almonte
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),020389,Arklan Community Public School,Public,Elementary,English,JK-6,Carleton Place
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),892807,Athens District High School,Public,Secondary,English,9-12,Athens
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),033990,Athens Intermediate School,Public,Elementary,English,7-8,Athens
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),028851,Avonmore Elementary School,Public,Elementary,English,JK-6,Avonmore
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),253543,BCI Intermediate School,Public,Elementary,English,7-8,Brockville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),038598,Beckwith Public School,Public,Elementary,English,JK-6,Carleton Place
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),247005,Bridgewood Public School,Public,Elementary,English,JK-6,Cornwall
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),896578,Brockville Collegiate Institute,Public,Secondary,English,9-12,Brockville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),073911,Caldwell Street Elementary School,Public,Elementary,English,JK-6,Carleton Place
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),076643,Cambridge Public School,Public,Elementary,English,JK-6,Embrun
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),898520,Carleton Place High School,Public,Secondary,English,9-12,Carleton Place
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),559939,Carleton Place Intermediate School,Public,Elementary,English,7-8,Carleton Place
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),090107,Centennial 67 Public School,Public,Elementary,English,JK-6,Spencerville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),094846,Central Public School,Public,Elementary,English,JK-6,Cornwall
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),262508,Char-Lan Intermediate School,Public,Elementary,English,7-8,Williamstown
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),897876,Charlottenburgh and Lancaster District High School,Public,Secondary,English,9-12,Williamstown
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),106283,Chesterville Public School,Public,Elementary,English,JK-6,Chesterville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),517488,Chimo Elementary School,Public,Elementary,English,JK-8,Smiths Falls
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),120324,Commonwealth Public School,Public,Elementary,English,JK-6,Brockville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),902810,Cornwall Collegiate and Vocational School,Public,Secondary,English,9-12,Cornwall
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),477957,Cornwall Intermediate School,Public,Elementary,English,7-8,Cornwall
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),149209,Drummond Central School,Public,Elementary,English,JK-6,Perth
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),170631,Duncan J Schoular Public School,Public,Elementary,English,JK-8,Smiths Falls
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),157376,Eamer's Corners Public School,Public,Elementary,English,JK-6,Cornwall
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),331317,Front of Yonge Elementary School,Public,Elementary,English,JK-6,Mallorytown
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),269852,Gananoque Intermediate School,Public,Elementary,English,7-8,Gananoque
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),911526,Gananoque Secondary School,Public,Secondary,English,9-12,Gananoque
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),218111,Glen Tay Public School,Public,Elementary,English,JK-6,Perth
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),913219,Glengarry District High School,Public,Secondary,English,9-12,Alexandria
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),174498,Glengarry Intermediate School,Public,Elementary,English,7-8,Alexandria
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),278149,Iroquois Public School,Public,Elementary,English,JK-6,Iroquois
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),288934,Kemptville Public School,Public,Elementary,English,JK-6,Kemptville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),303429,Laggan Public School,Public,Elementary,English,JK-6,Dalkeith
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),314153,Linklater Public School,Public,Elementary,English,JK-6,Gananoque
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),319740,Lombardy Public School,Public,Elementary,English,JK-8,Lombardy
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),320498,Longue Sault Public School,Public,Elementary,English,JK-6,Long Sault
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),325538,Lyn Public School,Public,Elementary,English,JK-6,Lyn
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),334901,Maple Grove Public School,Public,Elementary,English,JK-6,Lanark
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),349259,Maxville Public School,Public,Elementary,English,JK-6,Maxville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),349623,Maynard Public School,Public,Elementary,English,JK-6,Prescott
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),356417,Meadowview Public School,Public,Elementary,English,JK-6,Addison
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),361992,Merrickville Public School,Public,Elementary,English,JK-6,Merrickville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),483672,Montague Public School,Public,Elementary,English,JK-8,Smiths Falls
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),374474,Morrisburg Public School,Public,Elementary,English,JK-6,Morrisburg
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),013617,Naismith Memorial Public School,Public,Elementary,English,JK-6,Almonte
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),382825,Nationview Public School,Public,Elementary,English,JK-6,South Mountain
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),929590,North Dundas District High School,Public,Secondary,English,9-12,Chesterville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),153822,North Dundas Intermediate School,Public,Elementary,English,7-8,Chesterville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),177911,North Elmsley Public School,Public,Elementary,English,JK-6,Perth
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),929859,North Grenville District High School,Public,Secondary,English,9-12,Kemptville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),035240,North Grenville Intermediate School,Public,Elementary,English,7-8,Kemptville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),430110,Oxford on Rideau Public School,Public,Elementary,English,JK-6,Oxford Mills
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),431303,Pakenham Public School,Public,Elementary,English,JK-6,Pakenham
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),101112,Perth Intermediate School,Public,Elementary,English,7-8,Perth
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),935050,Perth and District Collegiate Institute,Public,Secondary,English,9-12,Perth
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),026727,Pineview Public School,Public,Elementary,English,JK-6,Athens
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),452297,Pleasant Corners Public School,Public,Elementary,English,JK-8,Vankleek Hill
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),468428,R Tait McKenzie Public School,Public,Elementary,English,JK-6,Almonte
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),938300,Rideau District High School,Public,Secondary,English,9-12,Elgin
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),026666,Rideau Intermediate School,Public,Elementary,English,7-8,Elgin
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),483834,Rideau Vista Public School,Public,Elementary,English,JK-6,Westport
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),935425,Rockland District High School,Public,Secondary,English,9-12,Rockland
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),621684,Rockland Intermediate School,Public,Elementary,English,7-8,Rockland
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),488542,Rockland Public School,Public,Elementary,English,JK-6,Rockland
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),492957,Rothwell-Osnabruck Elementary School,Public,Elementary,English,JK-6,Ingleside
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),937673,Russell High School,Public,Secondary,English,9-12,Russell
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),494666,Russell Intermediate School,Public,Elementary,English,7-8,Russell
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),494070,Russell Public Public School,Public,Elementary,English,JK-6,Russell
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),918415,Seaway District High School,Public,Secondary,English,9-12,Iroquois
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),517732,Seaway Intermediate School,Public,Elementary,English,7-8,Iroquois
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),942596,Smiths Falls District Collegiate Institute,Public,Secondary,English,9-12,Smiths Falls
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),524654,South Branch Elementary School,Public,Elementary,English,JK-6,Kemptville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),129038,South Crosby Public School,Public,Elementary,English,JK-6,Elgin
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),167126,South Edwardsburg Public School,Public,Elementary,English,JK-6,Johnstown
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),942987,South Grenville District High School,Public,Secondary,English,9-12,Prescott
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),386470,South Grenville Intermediate School,Public,Elementary,English,7-8,Prescott
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),540056,St Lawrence Intermediate School,Public,Elementary,English,7-8,Cornwall
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),944670,St Lawrence Secondary School,Public,Secondary,English,9-12,Cornwall
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),544582,Sweet's Corners Public School,Public,Elementary,English,JK-6,Lyndhurst
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),945072,T R Leger School of Adult & Continuing Secondary School,Public,Secondary,English,9-12,Cornwall
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),091610,Tagwi Intermediate School,Public,Elementary,English,7-8,Avonmore
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),946648,Tagwi Secondary School,Public,Secondary,English,9-12,Avonmore
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),463655,The Queen Elizabeth School,Public,Elementary,English,JK-6,Perth
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),536849,The Stewart Public School,Public,Elementary,English,JK-6,Perth
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),550795,Thousand Islands Elementary School,Public,Elementary,English,JK-6,Lansdowne
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),472181,Thousand Islands Intermediate School,Public,Elementary,English,7-8,Brockville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),948314,Thousand Islands Secondary School,Public,Secondary,English,9-12,Brockville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),557250,Toniata Public School,Public,Elementary,English,JK-6,Brockville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),615129,Vanier Public School,Public,Elementary,English,JK-6,Brockville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),949094,Vankleek Hill Collegiate Institute,Public,Secondary,English,9-12,Vankleek Hill
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),578444,Viscount Alexander Public School,Public,Elementary,English,JK-6,Cornwall
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),056103,Wellington Elementary Public School,Public,Elementary,English,JK-6,Prescott
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),601977,Westminster Public School,Public,Elementary,English,JK-6,Brockville
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),609285,Williamstown Public School,Public,Elementary,English,JK-6,Williamstown
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),613150,Winchester Public School,Public,Elementary,English,JK-6,Winchester
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),461059,Aberfoyle Public School,Public,Elementary,English,JK-8,Puslinch
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),438170,Alma Public School,Public,Elementary,English,JK-6,Alma
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),024252,Arthur Public School,Public,Elementary,English,JK-8,Arthur
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),057380,Brant Avenue Public School,Public,Elementary,English,JK-6,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),185191,Brisbane Public School,Public,Elementary,English,JK-6,ERIN
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),899283,Centennial Collegiate and Vocational Institute,Public,Secondary,English,9-12,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),090247,Centennial Hylands Elementary School,Public,Elementary,English,JK-8,Shelburne
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),093696,Central Public School,Public,Elementary,English,JK-6,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),900214,Centre Dufferin District High School,Public,Secondary,English,9-12,Shelburne
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),099139,Centre Peel Public School,Public,Elementary,English,JK-8,Drayton
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),909831,Centre Wellington District High School,Public,Secondary,English,9-12,Fergus
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),902462,College Heights Secondary School,Public,Secondary,English,9-12,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),418790,Credit Meadows Elementary School,Public,Elementary,English,JK-8,Orangeville
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),953571,Day School -Wellington Centre For ContEd,Public,Secondary,English,9-12,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),148539,Drayton Heights Public School,Public,Elementary,English,JK-8,Drayton
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),947245,Dufferin Centre for Continuing Education,Public,Secondary,English,9-12,Orangeville
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),208310,East Garafraxa Central Public School,Public,Elementary,English,JK-8,Orton
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),061228,Ecole Arbour Vista Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),158764,Ecole Guelph Lake Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),506264,Ecole Harris Mill Public School,Public,Elementary,English,JK-6,Rockwood
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),296082,Ecole King George Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),166472,Edward Johnson Public School,Public,Elementary,English,JK-6,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),178969,Elora Public School,Public,Elementary,English,JK-8,Elora
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),184411,Eramosa Public School,Public,Elementary,English,JK-6,Rockwood
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),909050,Erin District High School,Public,Secondary,English,9-12,Erin
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),185582,Erin Public School,Public,Elementary,English,JK-8,Erin
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),199699,Fred A Hamilton Public School,Public,Elementary,English,JK-6,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),208620,Gateway Drive Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),096502,Glenbrook Elementary School,Public,Elementary,English,JK-8,Shelburne
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),226793,Grand Valley & District Public School,Public,Elementary,English,JK-8,Grand Valley
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),914770,Guelph Collegiate and Vocational Institute,Public,Secondary,English,9-12,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),223735,Hyland Heights Elementary School,Public,Elementary,English,JK-8,Shelburne
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),418765,Island Lake Public School,Public,Elementary,English,JK-8,Orangeville
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),282324,J Douglas Hogarth Public School,Public,Elementary,English,JK-8,Fergus
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),281522,James McQueen Public School,Public,Elementary,English,JK-6,Fergus
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),282316,Jean Little Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),209635,John Black Public School,Public,Elementary,English,JK-8,Fergus
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),918679,John F Ross Collegiate and Vocational Institute,Public,Secondary,English,9-12,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),477416,John Galt Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),284254,John McCrae Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),286729,June Avenue Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),586866,Ken Danby Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),289060,Kenilworth Public School,Public,Elementary,English,JK-6,Kenilworth
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),145882,Kortright Hills Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),311316,Laurelwoods Elementary School,Public,Elementary,English,JK-8,ORANGEVILLE
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),371483,Maryborough Public School,Public,Elementary,English,JK-6,Moorefield
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),366668,Minto-Clifford Central Public School,Public,Elementary,English,JK-8,Harriston
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),368644,Mitchell Woods Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),369535,Mono-Amaranth Public School,Public,Elementary,English,JK-8,Mono
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),368822,Montgomery Village Public School,Public,Elementary,English,JK-8,Orangeville
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),931284,Norwell District Secondary School,Public,Secondary,English,9-12,Palmerston
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),932450,Orangeville District Secondary School,Public,Secondary,English,9-12,Orangeville
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),428817,Ottawa Crescent Public School,Public,Elementary,English,JK-6,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),431150,Paisley Road Public School,Public,Elementary,English,JK-6,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),432458,Palmerston Public School,Public,Elementary,English,JK-8,Palmerston
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),434639,Parkinson Centennial School,Public,Elementary,English,JK-8,Orangeville
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),450006,Ponsonby Public School,Public,Elementary,English,JK-6,GUELPH
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),452491,Primrose Elementary School,Public,Elementary,English,JK-8,Mulmur
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),457159,Princess Elizabeth Public School,Public,Elementary,English,JK-8,Orangeville
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),457930,Princess Margaret Public School,Public,Elementary,English,JK-8,Orangeville
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),458384,Priory Park Public School,Public,Elementary,English,JK-6,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),271678,Rickson Ridge Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),488879,Rockwood Centennial Public School,Public,Elementary,English,JK-8,Rockwood
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),185329,Ross R MacKay Public School,Public,Elementary,English,JK-6,Hillsburgh
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),497193,Salem Public School,Public,Elementary,English,JK-6,Elora
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),460796,Sir Isaac Brock Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),477283,Spencer Avenue Elementary School,Public,Elementary,English,JK-8,Orangeville
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),548618,Taylor Evans Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),460015,Victoria Cross Public School,Public,Elementary,English,JK-8,Mount Forest
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),576107,Victoria Terrace Public School,Public,Elementary,English,JK-6,Fergus
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),577014,Victory Public School,Public,Elementary,English,JK-6,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),590665,Waverley Drive Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),953555,Wellington Heights Secondary School,Public,Secondary,English,9-12,Mount Forest
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),381646,Westminster Woods Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),947253,Westside Secondary School,Public,Secondary,English,9-12,Orangeville
