REF_DATE,NOC Major Group,National Occupational Classification (NOC),Economic region code,Economic region name,Number Employed (thousands)
2020,95,Assemblers in manufacturing,3515,Kingston-Pembroke,
2020,96,"Labourers in processing, manufacturing and utilities",3515,Kingston-Pembroke,
2020,,"Total employed, all occupations",3520,Muskoka-Kawarthas,174.1
2020,00,Management occupations,3520,Muskoka-Kawarthas,14.3
2020,00,Senior management occupations,3520,Muskoka-Kawarthas,
2020,06,Middle management occupations in retail and wholesale trade and customer services,3520,Muskoka-Kawarthas,5.4
2020,01,"Business, finance and administration occupations",3520,Muskoka-Kawarthas,24.0
2020,11,Professional occupations in business and finance,3520,Muskoka-Kawarthas,3.0
2020,12,Administrative and financial supervisors and administrative occupations,3520,Muskoka-Kawarthas,6.9
2020,13,"Finance, insurance and related business administrative occupations",3520,Muskoka-Kawarthas,2.4
2020,14,Office support occupations,3520,Muskoka-Kawarthas,8.1
2020,15,"Distribution, tracking and scheduling co-ordination occupations",3520,Muskoka-Kawarthas,3.6
2020,02,Natural and applied sciences and related occupations,3520,Muskoka-Kawarthas,9.5
2020,21,Professional occupations in natural and applied sciences,3520,Muskoka-Kawarthas,5.3
2020,22,Technical occupations related to natural and applied sciences,3520,Muskoka-Kawarthas,4.2
2020,03,Health occupations,3520,Muskoka-Kawarthas,18.0
2020,30,Professional occupations in nursing,3520,Muskoka-Kawarthas,2.8
2020,31,Professional occupations in health (except nursing),3520,Muskoka-Kawarthas,7.4
2020,32,Technical occupations in health,3520,Muskoka-Kawarthas,3.4
2020,34,Assisting occupations in support of health services,3520,Muskoka-Kawarthas,4.4
2020,04,"Occupations in education, law and social, community and government services",3520,Muskoka-Kawarthas,17.3
2020,40,Professional occupations in education services,3520,Muskoka-Kawarthas,6.7
2020,41,"Professional occupations in law and social, community and government services",3520,Muskoka-Kawarthas,3.4
2020,42,"Paraprofessional occupations in legal, social, community and education services",3520,Muskoka-Kawarthas,3.6
2020,43,Occupations in front-line public protection services,3520,Muskoka-Kawarthas,1.8
2020,44,"Care providers and educational, legal and public protection support occupations",3520,Muskoka-Kawarthas,1.9
2020,05,"Occupations in art, culture, recreation and sport",3520,Muskoka-Kawarthas,4.6
2020,51,Professional occupations in art and culture,3520,Muskoka-Kawarthas,
2020,52,"Technical occupations in art, culture, recreation and sport",3520,Muskoka-Kawarthas,3.4
2020,06,Sales and service occupations,3520,Muskoka-Kawarthas,48.2
2020,62,Retail sales supervisors and specialized sales occupations,3520,Muskoka-Kawarthas,7.3
2020,63,Service supervisors and specialized service occupations,3520,Muskoka-Kawarthas,9.3
2020,64,Sales representatives and salespersons - wholesale and retail trade,3520,Muskoka-Kawarthas,9.7
2020,65,Service representatives and other customer and personal services occupations,3520,Muskoka-Kawarthas,7.7
2020,66,Sales support occupations,3520,Muskoka-Kawarthas,6.2
2020,67,"Service support and other service occupations, n.e.c.",3520,Muskoka-Kawarthas,8.0
2020,07,"Trades, transport and equipment operators and related occupations",3520,Muskoka-Kawarthas,24.1
2020,72,"Industrial, electrical and construction trades",3520,Muskoka-Kawarthas,10.5
2020,73,Maintenance and equipment operation trades,3520,Muskoka-Kawarthas,3.6
2020,74,"Other installers, repairers and servicers and material handlers",3520,Muskoka-Kawarthas,1.5
2020,75,Transport and heavy equipment operation and related maintenance occupations,3520,Muskoka-Kawarthas,4.9
2020,76,"Trades helpers, construction labourers and related occupations",3520,Muskoka-Kawarthas,3.6
2020,08,"Natural resources, agriculture and related production occupations",3520,Muskoka-Kawarthas,2.9
2020,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3520,Muskoka-Kawarthas,
2020,84,"Workers in natural resources, agriculture and related production",3520,Muskoka-Kawarthas,
2020,86,"Harvesting, landscaping and natural resources labourers",3520,Muskoka-Kawarthas,1.8
2020,09,Occupations in manufacturing and utilities,3520,Muskoka-Kawarthas,11.3
2020,92,"Processing, manufacturing and utilities supervisors and central control operators",3520,Muskoka-Kawarthas,2.0
2020,94,Processing and manufacturing machine operators and related production workers,3520,Muskoka-Kawarthas,5.7
2020,95,Assemblers in manufacturing,3520,Muskoka-Kawarthas,
2020,96,"Labourers in processing, manufacturing and utilities",3520,Muskoka-Kawarthas,2.4
2020,,"Total employed, all occupations",3530,Toronto,3381.8
2020,00,Management occupations,3530,Toronto,370.2
2020,00,Senior management occupations,3530,Toronto,13.6
2020,06,Middle management occupations in retail and wholesale trade and customer services,3530,Toronto,112.4
2020,01,"Business, finance and administration occupations",3530,Toronto,660.2
2020,11,Professional occupations in business and finance,3530,Toronto,259.0
2020,12,Administrative and financial supervisors and administrative occupations,3530,Toronto,173.4
2020,13,"Finance, insurance and related business administrative occupations",3530,Toronto,45.0
2020,14,Office support occupations,3530,Toronto,124.6
2020,15,"Distribution, tracking and scheduling co-ordination occupations",3530,Toronto,58.2
2020,02,Natural and applied sciences and related occupations,3530,Toronto,377.8
2020,21,Professional occupations in natural and applied sciences,3530,Toronto,276.9
2020,22,Technical occupations related to natural and applied sciences,3530,Toronto,100.9
2020,03,Health occupations,3530,Toronto,222.9
2020,30,Professional occupations in nursing,3530,Toronto,51.7
2020,31,Professional occupations in health (except nursing),3530,Toronto,69.2
2020,32,Technical occupations in health,3530,Toronto,57.4
2020,34,Assisting occupations in support of health services,3530,Toronto,44.5
2020,04,"Occupations in education, law and social, community and government services",3530,Toronto,360.8
2020,40,Professional occupations in education services,3530,Toronto,142.0
2020,41,"Professional occupations in law and social, community and government services",3530,Toronto,105.1
2020,42,"Paraprofessional occupations in legal, social, community and education services",3530,Toronto,66.8
2020,43,Occupations in front-line public protection services,3530,Toronto,14.5
2020,44,"Care providers and educational, legal and public protection support occupations",3530,Toronto,32.4
2020,05,"Occupations in art, culture, recreation and sport",3530,Toronto,112.1
2020,51,Professional occupations in art and culture,3530,Toronto,47.0
2020,52,"Technical occupations in art, culture, recreation and sport",3530,Toronto,65.1
2020,06,Sales and service occupations,3530,Toronto,738.5
2020,62,Retail sales supervisors and specialized sales occupations,3530,Toronto,164.1
2020,63,Service supervisors and specialized service occupations,3530,Toronto,80.2
2020,64,Sales representatives and salespersons - wholesale and retail trade,3530,Toronto,151.5
2020,65,Service representatives and other customer and personal services occupations,3530,Toronto,121.8
2020,66,Sales support occupations,3530,Toronto,89.9
2020,67,"Service support and other service occupations, n.e.c.",3530,Toronto,131.0
2020,07,"Trades, transport and equipment operators and related occupations",3530,Toronto,383.1
2020,72,"Industrial, electrical and construction trades",3530,Toronto,108.5
2020,73,Maintenance and equipment operation trades,3530,Toronto,76.5
2020,74,"Other installers, repairers and servicers and material handlers",3530,Toronto,64.5
2020,75,Transport and heavy equipment operation and related maintenance occupations,3530,Toronto,111.9
2020,76,"Trades helpers, construction labourers and related occupations",3530,Toronto,21.6
2020,08,"Natural resources, agriculture and related production occupations",3530,Toronto,21.5
2020,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3530,Toronto,3.3
2020,84,"Workers in natural resources, agriculture and related production",3530,Toronto,4.9
2020,86,"Harvesting, landscaping and natural resources labourers",3530,Toronto,13.2
2020,09,Occupations in manufacturing and utilities,3530,Toronto,134.6
2020,92,"Processing, manufacturing and utilities supervisors and central control operators",3530,Toronto,27.5
2020,94,Processing and manufacturing machine operators and related production workers,3530,Toronto,52.7
2020,95,Assemblers in manufacturing,3530,Toronto,31.4
2020,96,"Labourers in processing, manufacturing and utilities",3530,Toronto,23.0
2020,,"Total employed, all occupations",3540,Kitchener-Waterloo-Barrie,731.5
2020,00,Management occupations,3540,Kitchener-Waterloo-Barrie,60.5
2020,00,Senior management occupations,3540,Kitchener-Waterloo-Barrie,2.9
2020,06,Middle management occupations in retail and wholesale trade and customer services,3540,Kitchener-Waterloo-Barrie,15.5
2020,01,"Business, finance and administration occupations",3540,Kitchener-Waterloo-Barrie,108.8
2020,11,Professional occupations in business and finance,3540,Kitchener-Waterloo-Barrie,25.1
2020,12,Administrative and financial supervisors and administrative occupations,3540,Kitchener-Waterloo-Barrie,36.9
2020,13,"Finance, insurance and related business administrative occupations",3540,Kitchener-Waterloo-Barrie,10.9
2020,14,Office support occupations,3540,Kitchener-Waterloo-Barrie,20.9
2020,15,"Distribution, tracking and scheduling co-ordination occupations",3540,Kitchener-Waterloo-Barrie,15.0
2020,02,Natural and applied sciences and related occupations,3540,Kitchener-Waterloo-Barrie,64.6
2020,21,Professional occupations in natural and applied sciences,3540,Kitchener-Waterloo-Barrie,37.8
2020,22,Technical occupations related to natural and applied sciences,3540,Kitchener-Waterloo-Barrie,26.8
2020,03,Health occupations,3540,Kitchener-Waterloo-Barrie,47.9
2020,30,Professional occupations in nursing,3540,Kitchener-Waterloo-Barrie,12.0
2020,31,Professional occupations in health (except nursing),3540,Kitchener-Waterloo-Barrie,10.4
2020,32,Technical occupations in health,3540,Kitchener-Waterloo-Barrie,12.9
2020,34,Assisting occupations in support of health services,3540,Kitchener-Waterloo-Barrie,12.6
2020,04,"Occupations in education, law and social, community and government services",3540,Kitchener-Waterloo-Barrie,77.3
2020,40,Professional occupations in education services,3540,Kitchener-Waterloo-Barrie,34.7
2020,41,"Professional occupations in law and social, community and government services",3540,Kitchener-Waterloo-Barrie,14.9
2020,42,"Paraprofessional occupations in legal, social, community and education services",3540,Kitchener-Waterloo-Barrie,15.4
2020,43,Occupations in front-line public protection services,3540,Kitchener-Waterloo-Barrie,5.0
2020,44,"Care providers and educational, legal and public protection support occupations",3540,Kitchener-Waterloo-Barrie,7.4
2020,05,"Occupations in art, culture, recreation and sport",3540,Kitchener-Waterloo-Barrie,18.5
2020,51,Professional occupations in art and culture,3540,Kitchener-Waterloo-Barrie,7.5
2020,52,"Technical occupations in art, culture, recreation and sport",3540,Kitchener-Waterloo-Barrie,10.9
2020,06,Sales and service occupations,3540,Kitchener-Waterloo-Barrie,159.6
2020,62,Retail sales supervisors and specialized sales occupations,3540,Kitchener-Waterloo-Barrie,25.8
2020,63,Service supervisors and specialized service occupations,3540,Kitchener-Waterloo-Barrie,23.0
2020,64,Sales representatives and salespersons - wholesale and retail trade,3540,Kitchener-Waterloo-Barrie,32.7
2020,65,Service representatives and other customer and personal services occupations,3540,Kitchener-Waterloo-Barrie,22.3
2020,66,Sales support occupations,3540,Kitchener-Waterloo-Barrie,21.1
2020,67,"Service support and other service occupations, n.e.c.",3540,Kitchener-Waterloo-Barrie,34.6
2020,07,"Trades, transport and equipment operators and related occupations",3540,Kitchener-Waterloo-Barrie,117.2
2020,72,"Industrial, electrical and construction trades",3540,Kitchener-Waterloo-Barrie,40.4
2020,73,Maintenance and equipment operation trades,3540,Kitchener-Waterloo-Barrie,26.9
2020,74,"Other installers, repairers and servicers and material handlers",3540,Kitchener-Waterloo-Barrie,14.4
2020,75,Transport and heavy equipment operation and related maintenance occupations,3540,Kitchener-Waterloo-Barrie,28.9
2020,76,"Trades helpers, construction labourers and related occupations",3540,Kitchener-Waterloo-Barrie,6.6
2020,08,"Natural resources, agriculture and related production occupations",3540,Kitchener-Waterloo-Barrie,13.1
2020,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3540,Kitchener-Waterloo-Barrie,4.1
2020,84,"Workers in natural resources, agriculture and related production",3540,Kitchener-Waterloo-Barrie,3.1
2020,86,"Harvesting, landscaping and natural resources labourers",3540,Kitchener-Waterloo-Barrie,5.9
2020,09,Occupations in manufacturing and utilities,3540,Kitchener-Waterloo-Barrie,63.9
2020,92,"Processing, manufacturing and utilities supervisors and central control operators",3540,Kitchener-Waterloo-Barrie,11.1
2020,94,Processing and manufacturing machine operators and related production workers,3540,Kitchener-Waterloo-Barrie,25.5
2020,95,Assemblers in manufacturing,3540,Kitchener-Waterloo-Barrie,19.9
2020,96,"Labourers in processing, manufacturing and utilities",3540,Kitchener-Waterloo-Barrie,7.4
2020,,"Total employed, all occupations",3550,Hamilton-Niagara Peninsula,710.9
2020,00,Management occupations,3550,Hamilton-Niagara Peninsula,59.4
2020,00,Senior management occupations,3550,Hamilton-Niagara Peninsula,1.7
2020,06,Middle management occupations in retail and wholesale trade and customer services,3550,Hamilton-Niagara Peninsula,18.4
2020,01,"Business, finance and administration occupations",3550,Hamilton-Niagara Peninsula,109.4
2020,11,Professional occupations in business and finance,3550,Hamilton-Niagara Peninsula,23.8
2020,12,Administrative and financial supervisors and administrative occupations,3550,Hamilton-Niagara Peninsula,34.7
2020,13,"Finance, insurance and related business administrative occupations",3550,Hamilton-Niagara Peninsula,12.9
2020,14,Office support occupations,3550,Hamilton-Niagara Peninsula,23.3
2020,15,"Distribution, tracking and scheduling co-ordination occupations",3550,Hamilton-Niagara Peninsula,14.7
2020,02,Natural and applied sciences and related occupations,3550,Hamilton-Niagara Peninsula,41.4
2020,21,Professional occupations in natural and applied sciences,3550,Hamilton-Niagara Peninsula,21.3
2020,22,Technical occupations related to natural and applied sciences,3550,Hamilton-Niagara Peninsula,20.1
2020,03,Health occupations,3550,Hamilton-Niagara Peninsula,56.0
2020,30,Professional occupations in nursing,3550,Hamilton-Niagara Peninsula,12.5
2020,31,Professional occupations in health (except nursing),3550,Hamilton-Niagara Peninsula,13.5
2020,32,Technical occupations in health,3550,Hamilton-Niagara Peninsula,14.9
2020,34,Assisting occupations in support of health services,3550,Hamilton-Niagara Peninsula,15.2
2020,04,"Occupations in education, law and social, community and government services",3550,Hamilton-Niagara Peninsula,78.7
2020,40,Professional occupations in education services,3550,Hamilton-Niagara Peninsula,33.6
2020,41,"Professional occupations in law and social, community and government services",3550,Hamilton-Niagara Peninsula,18.2
2020,42,"Paraprofessional occupations in legal, social, community and education services",3550,Hamilton-Niagara Peninsula,14.5
2020,43,Occupations in front-line public protection services,3550,Hamilton-Niagara Peninsula,4.8
2020,44,"Care providers and educational, legal and public protection support occupations",3550,Hamilton-Niagara Peninsula,7.6
2020,05,"Occupations in art, culture, recreation and sport",3550,Hamilton-Niagara Peninsula,14.1
2020,51,Professional occupations in art and culture,3550,Hamilton-Niagara Peninsula,4.9
2020,52,"Technical occupations in art, culture, recreation and sport",3550,Hamilton-Niagara Peninsula,9.2
2020,06,Sales and service occupations,3550,Hamilton-Niagara Peninsula,177.6
2020,62,Retail sales supervisors and specialized sales occupations,3550,Hamilton-Niagara Peninsula,26.9
2020,63,Service supervisors and specialized service occupations,3550,Hamilton-Niagara Peninsula,22.2
2020,64,Sales representatives and salespersons - wholesale and retail trade,3550,Hamilton-Niagara Peninsula,34.3
2020,65,Service representatives and other customer and personal services occupations,3550,Hamilton-Niagara Peninsula,33.9
2020,66,Sales support occupations,3550,Hamilton-Niagara Peninsula,22.6
2020,67,"Service support and other service occupations, n.e.c.",3550,Hamilton-Niagara Peninsula,37.8
2020,07,"Trades, transport and equipment operators and related occupations",3550,Hamilton-Niagara Peninsula,114.1
2020,72,"Industrial, electrical and construction trades",3550,Hamilton-Niagara Peninsula,38.9
2020,73,Maintenance and equipment operation trades,3550,Hamilton-Niagara Peninsula,29.1
2020,74,"Other installers, repairers and servicers and material handlers",3550,Hamilton-Niagara Peninsula,15.1
2020,75,Transport and heavy equipment operation and related maintenance occupations,3550,Hamilton-Niagara Peninsula,23.5
2020,76,"Trades helpers, construction labourers and related occupations",3550,Hamilton-Niagara Peninsula,7.4
2020,08,"Natural resources, agriculture and related production occupations",3550,Hamilton-Niagara Peninsula,14.3
2020,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3550,Hamilton-Niagara Peninsula,3.8
2020,84,"Workers in natural resources, agriculture and related production",3550,Hamilton-Niagara Peninsula,7.0
2020,86,"Harvesting, landscaping and natural resources labourers",3550,Hamilton-Niagara Peninsula,3.6
2020,09,Occupations in manufacturing and utilities,3550,Hamilton-Niagara Peninsula,45.9
2020,92,"Processing, manufacturing and utilities supervisors and central control operators",3550,Hamilton-Niagara Peninsula,9.2
2020,94,Processing and manufacturing machine operators and related production workers,3550,Hamilton-Niagara Peninsula,18.6
2020,95,Assemblers in manufacturing,3550,Hamilton-Niagara Peninsula,9.4
2020,96,"Labourers in processing, manufacturing and utilities",3550,Hamilton-Niagara Peninsula,8.6
2020,,"Total employed, all occupations",3560,London,342.3
2020,00,Management occupations,3560,London,26.3
2020,00,Senior management occupations,3560,London,
2020,06,Middle management occupations in retail and wholesale trade and customer services,3560,London,6.1
2020,01,"Business, finance and administration occupations",3560,London,47.9
2020,11,Professional occupations in business and finance,3560,London,13.1
2020,12,Administrative and financial supervisors and administrative occupations,3560,London,14.9
2020,13,"Finance, insurance and related business administrative occupations",3560,London,3.4
2020,14,Office support occupations,3560,London,11.3
2020,15,"Distribution, tracking and scheduling co-ordination occupations",3560,London,5.3
2020,02,Natural and applied sciences and related occupations,3560,London,23.3
2020,21,Professional occupations in natural and applied sciences,3560,London,12.2
2020,22,Technical occupations related to natural and applied sciences,3560,London,11.1
2020,03,Health occupations,3560,London,28.3
2020,30,Professional occupations in nursing,3560,London,7.3
2020,31,Professional occupations in health (except nursing),3560,London,7.5
2020,32,Technical occupations in health,3560,London,6.6
2020,34,Assisting occupations in support of health services,3560,London,6.8
2020,04,"Occupations in education, law and social, community and government services",3560,London,37.0
2020,40,Professional occupations in education services,3560,London,16.7
2020,41,"Professional occupations in law and social, community and government services",3560,London,7.5
2020,42,"Paraprofessional occupations in legal, social, community and education services",3560,London,6.3
2020,43,Occupations in front-line public protection services,3560,London,2.0
2020,44,"Care providers and educational, legal and public protection support occupations",3560,London,4.6
2020,05,"Occupations in art, culture, recreation and sport",3560,London,6.5
2020,51,Professional occupations in art and culture,3560,London,2.7
2020,52,"Technical occupations in art, culture, recreation and sport",3560,London,3.8
2020,06,Sales and service occupations,3560,London,84.2
2020,62,Retail sales supervisors and specialized sales occupations,3560,London,12.3
2020,63,Service supervisors and specialized service occupations,3560,London,12.3
2020,64,Sales representatives and salespersons - wholesale and retail trade,3560,London,13.7
2020,65,Service representatives and other customer and personal services occupations,3560,London,12.6
2020,66,Sales support occupations,3560,London,12.1
2020,67,"Service support and other service occupations, n.e.c.",3560,London,21.3
2020,07,"Trades, transport and equipment operators and related occupations",3560,London,57.4
2020,72,"Industrial, electrical and construction trades",3560,London,19.4
2020,73,Maintenance and equipment operation trades,3560,London,14.5
2020,74,"Other installers, repairers and servicers and material handlers",3560,London,5.4
2020,75,Transport and heavy equipment operation and related maintenance occupations,3560,London,13.7
2020,76,"Trades helpers, construction labourers and related occupations",3560,London,4.3
2020,08,"Natural resources, agriculture and related production occupations",3560,London,7.8
2020,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3560,London,
2020,84,"Workers in natural resources, agriculture and related production",3560,London,5.3
2020,86,"Harvesting, landscaping and natural resources labourers",3560,London,1.7
2020,09,Occupations in manufacturing and utilities,3560,London,23.7
2020,92,"Processing, manufacturing and utilities supervisors and central control operators",3560,London,5.1
2020,94,Processing and manufacturing machine operators and related production workers,3560,London,9.2
2020,95,Assemblers in manufacturing,3560,London,5.9
2020,96,"Labourers in processing, manufacturing and utilities",3560,London,3.5
2020,,"Total employed, all occupations",3570,Windsor-Sarnia,273.9
2020,00,Management occupations,3570,Windsor-Sarnia,23.0
2020,00,Senior management occupations,3570,Windsor-Sarnia,
2020,06,Middle management occupations in retail and wholesale trade and customer services,3570,Windsor-Sarnia,8.2
2020,01,"Business, finance and administration occupations",3570,Windsor-Sarnia,35.9
2020,11,Professional occupations in business and finance,3570,Windsor-Sarnia,7.5
2020,12,Administrative and financial supervisors and administrative occupations,3570,Windsor-Sarnia,11.1
2020,13,"Finance, insurance and related business administrative occupations",3570,Windsor-Sarnia,4.2
2020,14,Office support occupations,3570,Windsor-Sarnia,8.7
2020,15,"Distribution, tracking and scheduling co-ordination occupations",3570,Windsor-Sarnia,4.4
2020,02,Natural and applied sciences and related occupations,3570,Windsor-Sarnia,20.2
2020,21,Professional occupations in natural and applied sciences,3570,Windsor-Sarnia,11.1
2020,22,Technical occupations related to natural and applied sciences,3570,Windsor-Sarnia,9.1
2020,03,Health occupations,3570,Windsor-Sarnia,25.2
2020,30,Professional occupations in nursing,3570,Windsor-Sarnia,5.0
2020,31,Professional occupations in health (except nursing),3570,Windsor-Sarnia,3.8
2020,32,Technical occupations in health,3570,Windsor-Sarnia,6.9
2020,34,Assisting occupations in support of health services,3570,Windsor-Sarnia,9.5
2020,04,"Occupations in education, law and social, community and government services",3570,Windsor-Sarnia,25.9
2020,40,Professional occupations in education services,3570,Windsor-Sarnia,10.6
2020,41,"Professional occupations in law and social, community and government services",3570,Windsor-Sarnia,5.4
2020,42,"Paraprofessional occupations in legal, social, community and education services",3570,Windsor-Sarnia,5.6
2020,43,Occupations in front-line public protection services,3570,Windsor-Sarnia,1.7
2020,44,"Care providers and educational, legal and public protection support occupations",3570,Windsor-Sarnia,2.7
2020,05,"Occupations in art, culture, recreation and sport",3570,Windsor-Sarnia,5.2
2020,51,Professional occupations in art and culture,3570,Windsor-Sarnia,2.2
2020,52,"Technical occupations in art, culture, recreation and sport",3570,Windsor-Sarnia,3.0
2020,06,Sales and service occupations,3570,Windsor-Sarnia,58.2
2020,62,Retail sales supervisors and specialized sales occupations,3570,Windsor-Sarnia,7.1
2020,63,Service supervisors and specialized service occupations,3570,Windsor-Sarnia,9.0
2020,64,Sales representatives and salespersons - wholesale and retail trade,3570,Windsor-Sarnia,7.6
2020,65,Service representatives and other customer and personal services occupations,3570,Windsor-Sarnia,10.2
2020,66,Sales support occupations,3570,Windsor-Sarnia,9.1
2020,67,"Service support and other service occupations, n.e.c.",3570,Windsor-Sarnia,15.1
2020,07,"Trades, transport and equipment operators and related occupations",3570,Windsor-Sarnia,49.2
2020,72,"Industrial, electrical and construction trades",3570,Windsor-Sarnia,18.0
2020,73,Maintenance and equipment operation trades,3570,Windsor-Sarnia,10.5
2020,74,"Other installers, repairers and servicers and material handlers",3570,Windsor-Sarnia,5.0
2020,75,Transport and heavy equipment operation and related maintenance occupations,3570,Windsor-Sarnia,13.0
2020,76,"Trades helpers, construction labourers and related occupations",3570,Windsor-Sarnia,2.7
2020,08,"Natural resources, agriculture and related production occupations",3570,Windsor-Sarnia,6.5
2020,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3570,Windsor-Sarnia,
2020,84,"Workers in natural resources, agriculture and related production",3570,Windsor-Sarnia,3.9
2020,86,"Harvesting, landscaping and natural resources labourers",3570,Windsor-Sarnia,1.5
2020,09,Occupations in manufacturing and utilities,3570,Windsor-Sarnia,24.6
2020,92,"Processing, manufacturing and utilities supervisors and central control operators",3570,Windsor-Sarnia,6.1
2020,94,Processing and manufacturing machine operators and related production workers,3570,Windsor-Sarnia,10.7
2020,95,Assemblers in manufacturing,3570,Windsor-Sarnia,5.7
2020,96,"Labourers in processing, manufacturing and utilities",3570,Windsor-Sarnia,2.1
2020,,"Total employed, all occupations",3580,Stratford-Bruce Peninsula,155.2
2020,00,Management occupations,3580,Stratford-Bruce Peninsula,16.4
2020,00,Senior management occupations,3580,Stratford-Bruce Peninsula,
2020,06,Middle management occupations in retail and wholesale trade and customer services,3580,Stratford-Bruce Peninsula,4.5
2020,01,"Business, finance and administration occupations",3580,Stratford-Bruce Peninsula,18.6
2020,11,Professional occupations in business and finance,3580,Stratford-Bruce Peninsula,2.7
2020,12,Administrative and financial supervisors and administrative occupations,3580,Stratford-Bruce Peninsula,7.2
2020,13,"Finance, insurance and related business administrative occupations",3580,Stratford-Bruce Peninsula,2.8
2020,14,Office support occupations,3580,Stratford-Bruce Peninsula,4.4
2020,15,"Distribution, tracking and scheduling co-ordination occupations",3580,Stratford-Bruce Peninsula,
2020,02,Natural and applied sciences and related occupations,3580,Stratford-Bruce Peninsula,8.1
2020,21,Professional occupations in natural and applied sciences,3580,Stratford-Bruce Peninsula,3.5
2020,22,Technical occupations related to natural and applied sciences,3580,Stratford-Bruce Peninsula,4.6
2020,03,Health occupations,3580,Stratford-Bruce Peninsula,13.1
2020,30,Professional occupations in nursing,3580,Stratford-Bruce Peninsula,1.9
2020,31,Professional occupations in health (except nursing),3580,Stratford-Bruce Peninsula,1.6
2020,32,Technical occupations in health,3580,Stratford-Bruce Peninsula,5.0
2020,34,Assisting occupations in support of health services,3580,Stratford-Bruce Peninsula,4.5
2020,04,"Occupations in education, law and social, community and government services",3580,Stratford-Bruce Peninsula,12.0
2020,40,Professional occupations in education services,3580,Stratford-Bruce Peninsula,3.6
2020,41,"Professional occupations in law and social, community and government services",3580,Stratford-Bruce Peninsula,2.5
2020,42,"Paraprofessional occupations in legal, social, community and education services",3580,Stratford-Bruce Peninsula,2.6
2020,43,Occupations in front-line public protection services,3580,Stratford-Bruce Peninsula,
2020,44,"Care providers and educational, legal and public protection support occupations",3580,Stratford-Bruce Peninsula,2.0
2020,05,"Occupations in art, culture, recreation and sport",3580,Stratford-Bruce Peninsula,2.8
2020,51,Professional occupations in art and culture,3580,Stratford-Bruce Peninsula,
2020,52,"Technical occupations in art, culture, recreation and sport",3580,Stratford-Bruce Peninsula,1.9
2020,06,Sales and service occupations,3580,Stratford-Bruce Peninsula,30.5
2020,62,Retail sales supervisors and specialized sales occupations,3580,Stratford-Bruce Peninsula,2.9
2020,63,Service supervisors and specialized service occupations,3580,Stratford-Bruce Peninsula,2.9
2020,64,Sales representatives and salespersons - wholesale and retail trade,3580,Stratford-Bruce Peninsula,5.0
2020,65,Service representatives and other customer and personal services occupations,3580,Stratford-Bruce Peninsula,3.9
2020,66,Sales support occupations,3580,Stratford-Bruce Peninsula,5.3
2020,67,"Service support and other service occupations, n.e.c.",3580,Stratford-Bruce Peninsula,10.5
2020,07,"Trades, transport and equipment operators and related occupations",3580,Stratford-Bruce Peninsula,35.0
2020,72,"Industrial, electrical and construction trades",3580,Stratford-Bruce Peninsula,15.1
2020,73,Maintenance and equipment operation trades,3580,Stratford-Bruce Peninsula,8.2
2020,74,"Other installers, repairers and servicers and material handlers",3580,Stratford-Bruce Peninsula,1.5
2020,75,Transport and heavy equipment operation and related maintenance occupations,3580,Stratford-Bruce Peninsula,7.8
2020,76,"Trades helpers, construction labourers and related occupations",3580,Stratford-Bruce Peninsula,2.4
2020,08,"Natural resources, agriculture and related production occupations",3580,Stratford-Bruce Peninsula,5.3
2020,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3580,Stratford-Bruce Peninsula,
2020,84,"Workers in natural resources, agriculture and related production",3580,Stratford-Bruce Peninsula,2.9
2020,86,"Harvesting, landscaping and natural resources labourers",3580,Stratford-Bruce Peninsula,
2020,09,Occupations in manufacturing and utilities,3580,Stratford-Bruce Peninsula,13.5
2020,92,"Processing, manufacturing and utilities supervisors and central control operators",3580,Stratford-Bruce Peninsula,2.9
2020,94,Processing and manufacturing machine operators and related production workers,3580,Stratford-Bruce Peninsula,5.7
2020,95,Assemblers in manufacturing,3580,Stratford-Bruce Peninsula,2.0
2020,96,"Labourers in processing, manufacturing and utilities",3580,Stratford-Bruce Peninsula,2.8
2020,,"Total employed, all occupations",3590,Northeast,248.4
2020,00,Management occupations,3590,Northeast,17.9
2020,00,Senior management occupations,3590,Northeast,
2020,06,Middle management occupations in retail and wholesale trade and customer services,3590,Northeast,6.7
2020,01,"Business, finance and administration occupations",3590,Northeast,35.8
2020,11,Professional occupations in business and finance,3590,Northeast,6.7
2020,12,Administrative and financial supervisors and administrative occupations,3590,Northeast,13.8
2020,13,"Finance, insurance and related business administrative occupations",3590,Northeast,3.7
2020,14,Office support occupations,3590,Northeast,8.7
2020,15,"Distribution, tracking and scheduling co-ordination occupations",3590,Northeast,2.9
2020,02,Natural and applied sciences and related occupations,3590,Northeast,14.9
2020,21,Professional occupations in natural and applied sciences,3590,Northeast,6.8
2020,22,Technical occupations related to natural and applied sciences,3590,Northeast,8.2
2020,03,Health occupations,3590,Northeast,26.1
2020,30,Professional occupations in nursing,3590,Northeast,7.1
2020,31,Professional occupations in health (except nursing),3590,Northeast,3.8
