,Economic region code,Economic region name,Census division code,Census division name,Census subdivision code,Census subdivision name,Total Population,Total Private Dwellings,Population density (people/square km),Land area (square km),Total - Age groups,0-14 Years,15-64 Years,15-19 Years,20-24 Years,>=65,Average Age of Population,Median Age of Population,Total households by #/room,1 or fewer per room,>1 per room,Total households by housing suitability,Suitable housing,Unsuitable housing,Total owned and rented households >0 income,<30 percent of income spent on shelter,>=30 percent of income spent on shelter,30 - <100 percent of income spent on shelter,Total commuting duration,Commute <15 min,Commute 15-29 min,Commute 30-44 min,Commute 45-59 min,Commute >=60 min
334,3590, Northeast,3549,"Parry Sound, District (DIS)",3549072,Shawanaga 17,155,79,4.8,32.25,155,20,115,10,10,20,40.4,40.8,75,70,0,75,65,10,,,,,50,30,10,10,0,0
335,3590, Northeast,3549,"Parry Sound, District (DIS)",3549073,Parry Island First Nation,367,310,5.1,71.31,370,85,225,30,15,55,39,38.4,135,130,0,135,120,15,0,0,0,0,115,65,25,10,10,10
336,3590, Northeast,3549,"Parry Sound, District (DIS)",3549075,Henvey Inlet 2,15,7,0.2,84.54,,,,,,,,,,,,,,,,,,,,,,,,
337,3590, Northeast,3549,"Parry Sound, District (DIS)",3549076,French River 13,137,55,5.3,25.85,135,45,80,10,5,15,31.4,26.2,55,50,0,55,50,10,,,,,40,35,10,0,0,0
338,3590, Northeast,3549,"Parry Sound, District (DIS)",3549077,Dokis 9,201,145,1.3,150.19,205,25,125,10,5,55,48.2,53.2,95,95,0,95,95,0,,,,,60,50,0,0,0,10
339,3590, Northeast,3549,"Parry Sound, District (DIS)",3549078,Magnetewan 1,102,52,2.3,44.41,105,20,65,5,10,15,38,36.8,45,45,0,45,40,10,,,,,30,20,0,0,0,10
340,3590, Northeast,3549,"Parry Sound, District (DIS)",3549093,Naiscoutaing 17A,0,0,0,10.01,,,,,,,,,,,,,,,,,,,,,,,,
341,3590, Northeast,3549,"Parry Sound, District (DIS)",3549095,Parry Sound,179,81,1,183.04,180,25,110,5,5,45,47.6,50.8,60,60,0,60,60,0,,,,,50,0,30,0,15,0
342,3590, Northeast,3549,"Parry Sound, District (DIS)",3549096,Parry Sound,2495,2703,1,2587.29,2495,185,1295,80,40,1015,56.1,61.2,1265,1245,15,1265,1230,40,1245,1040,205,185,530,170,105,65,110,75
343,3590, Northeast,3551,"Manitoulin, District (DIS)",3551001,Tehkummah,450,368,3.4,131.7,450,35,250,20,10,170,54.2,59.6,245,245,0,245,240,0,230,165,60,55,155,40,65,10,20,30
344,3590, Northeast,3551,"Manitoulin, District (DIS)",3551006,Central Manitoulin,2235,1603,5.2,427.61,2235,230,1185,80,65,820,52.8,58.4,1050,1045,10,1050,1020,30,1025,870,160,140,625,310,125,110,20,60
345,3590, Northeast,3551,"Manitoulin, District (DIS)",3551011,Assiginack,1008,710,4.5,224.89,1010,130,595,50,45,285,48.3,53.6,450,435,15,450,425,20,425,370,55,50,360,100,135,85,10,25
346,3590, Northeast,3551,"Manitoulin, District (DIS)",3551017,Northeastern Manitoulin and the Islands,2641,1903,5.4,489.19,2640,320,1465,135,80,855,50,55.6,1205,1200,0,1205,1180,20,1170,970,195,185,950,495,155,125,55,120
347,3590, Northeast,3551,"Manitoulin, District (DIS)",3551021,Billings,753,675,3.6,208.81,750,100,425,20,25,230,49.8,56.8,325,320,0,325,315,10,320,280,40,40,190,45,85,40,20,0
348,3590, Northeast,3551,"Manitoulin, District (DIS)",3551026,Gore Bay,808,421,157.2,5.14,810,80,445,40,40,280,51.6,56.8,420,420,0,420,415,10,420,335,85,70,315,215,35,25,15,30
349,3590, Northeast,3551,"Manitoulin, District (DIS)",3551027,Gordon/Barrie Island,613,621,2.3,263.44,615,60,310,20,15,245,54.2,61.6,260,255,0,260,255,0,255,220,30,30,150,95,30,15,0,0
350,3590, Northeast,3551,"Manitoulin, District (DIS)",3551028,Burpee and Mills,382,292,1.8,217.33,385,40,205,15,10,140,51.7,58,175,175,0,175,165,0,150,150,0,0,75,20,35,15,0,0
351,3590, Northeast,3551,"Manitoulin, District (DIS)",3551034,Cockburn Island,16,89,0.1,168.9,,,,,,,,,,,,,,,,,,,,,,,,
352,3590, Northeast,3551,"Manitoulin, District (DIS)",3551040,Whitefish River 4,457,270,11.5,39.73,460,90,295,20,40,70,39.3,41.2,180,180,0,180,160,15,0,0,0,0,135,80,20,15,0,10
353,3590, Northeast,3551,"Manitoulin, District (DIS)",3551041,Sucker Creek 23,373,159,57.7,6.47,375,90,240,20,20,45,36.6,36.4,145,145,0,145,135,10,0,0,0,0,115,60,25,10,10,10
354,3590, Northeast,3551,"Manitoulin, District (DIS)",3551042,Sheguiandah 24,158,67,7.7,20.65,160,35,110,25,20,15,32,26.2,60,55,0,60,50,10,,,,,45,30,10,0,0,0
355,3590, Northeast,3551,"Manitoulin, District (DIS)",3551043,Wikwemikong Unceded,2728,1130,6.7,409.04,2730,665,1705,195,175,355,36.6,34.8,1040,1020,20,1040,935,100,0,0,0,0,765,565,120,40,15,15
356,3590, Northeast,3551,"Manitoulin, District (DIS)",3551044,Sheshegwaning 20,127,69,6.3,20.06,125,25,85,10,5,15,38.4,40.8,60,55,0,60,55,10,,,,,45,40,0,0,0,0
357,3590, Northeast,3551,"Manitoulin, District (DIS)",3551045,M'Chigeeng 22,926,543,28.1,32.99,925,165,600,65,40,165,41.9,45.2,405,400,0,405,370,35,0,0,0,0,265,180,25,20,15,20
358,3590, Northeast,3551,"Manitoulin, District (DIS)",3551094,Manitoulin,219,367,0.5,402.29,220,10,100,0,0,105,59.6,63.2,110,110,0,110,105,0,,,,,40,25,10,0,0,0
359,3590, Northeast,3551,"Manitoulin, District (DIS)",3551100,Zhiibaahaasing 19A,41,15,7.8,5.28,45,10,25,5,10,5,24.8,20.6,15,15,0,15,15,0,,,,,15,10,0,0,0,0
360,3590, Northeast,3552,"Sudbury, District (DIS)",3552001,French River / Rivière des Français,2828,2098,3.9,717.91,2830,320,1610,95,75,900,51.1,58,1390,1385,0,1390,1370,25,1360,1145,210,180,875,360,135,85,120,175
361,3590, Northeast,3552,"Sudbury, District (DIS)",3552004,St.-Charles,1357,788,4.3,314.46,1355,155,835,45,60,365,49.4,55.6,620,620,0,620,610,10,610,515,95,80,445,70,65,75,145,85
362,3590, Northeast,3552,"Sudbury, District (DIS)",3552013,Markstay-Warren,2708,1199,5.4,505.92,2705,460,1760,135,100,485,42.7,45.2,1110,1095,10,1110,1075,35,1095,915,175,155,895,140,145,230,220,165
363,3590, Northeast,3552,"Sudbury, District (DIS)",3552023,Sables-Spanish Rivers,3237,1718,4,801.04,3235,490,1955,160,160,790,45.6,50.4,1385,1380,10,1385,1350,35,1350,1175,170,165,1025,305,280,180,80,170
364,3590, Northeast,3552,"Sudbury, District (DIS)",3552026,Espanola,5185,2450,64,81,5185,780,3100,240,195,1305,46,48.8,2305,2305,0,2305,2235,70,2300,1980,320,315,1880,1125,255,170,160,170
365,3590, Northeast,3552,"Sudbury, District (DIS)",3552028,Baldwin,579,326,7,82.49,580,90,345,20,15,150,46.5,52,245,245,0,245,245,0,240,215,30,30,185,55,65,10,50,15
366,3590, Northeast,3552,"Sudbury, District (DIS)",3552031,Nairn and Hyman,373,215,2.3,159.18,370,50,260,15,15,65,45,48.8,165,165,0,165,165,0,155,145,0,0,125,45,40,10,0,25
367,3590, Northeast,3552,"Sudbury, District (DIS)",3552036,Killarney,397,443,0.3,1469.4,400,20,215,15,10,155,55.8,60,170,170,0,170,170,0,170,165,0,0,100,60,15,15,0,10
368,3590, Northeast,3552,"Sudbury, District (DIS)",3552037,Point Grondine 3,5,4,0,138.55,,,,,,,,,,,,,,,,,,,,,,,,
369,3590, Northeast,3552,"Sudbury, District (DIS)",3552051,Whitefish Lake 6,412,202,2.4,170.16,410,75,280,30,40,50,37.7,37.6,130,130,0,130,125,10,0,0,0,0,150,95,25,15,0,15
370,3590, Northeast,3552,"Sudbury, District (DIS)",3552052,Mattagami 71,210,89,4.5,46.43,210,45,140,25,20,20,33.6,29.4,80,80,0,80,75,10,,,,,70,45,10,10,0,15
371,3590, Northeast,3552,"Sudbury, District (DIS)",3552053,Chapleau 74A,17,13,2.2,7.61,,,,,,,,,,,,,,,,,,,,,,,,
372,3590, Northeast,3552,"Sudbury, District (DIS)",3552054,Duck Lake 76B,154,64,82.9,1.86,155,55,90,20,5,15,29.2,20.6,50,50,0,50,40,10,,,,,30,20,0,10,0,0
373,3590, Northeast,3552,"Sudbury, District (DIS)",3552056,Chapleau Cree Fox Lake,62,34,6.7,9.25,65,5,45,0,5,15,47,52,30,30,0,30,30,0,,,,,30,30,10,0,0,0
374,3590, Northeast,3552,"Sudbury, District (DIS)",3552058,Chapleau 75,0,0,0,1.17,,,,,,,,,,,,,,,,,,,,,,,,
375,3590, Northeast,3552,"Sudbury, District (DIS)",3552092,Chapleau,1942,973,147.1,13.2,1945,285,1215,100,95,450,45.1,47.6,855,855,0,855,845,10,850,785,60,60,835,715,95,15,0,0
376,3590, Northeast,3552,"Sudbury, District (DIS)",3552093,Sudbury,2902,2837,0.1,35377.17,2900,305,1710,90,80,890,51.2,56.8,1365,1365,0,1365,1345,20,1365,1195,170,145,940,200,270,245,105,120
377,3590, Northeast,3553,"Greater Sudbury / Grand Sudbury, Census division (CDR)",3553005,Greater Sudbury / Grand Sudbury,166004,75967,52.1,3186.26,166005,25625,106600,8825,10475,33780,42.9,43.2,71475,70845,630,71475,69470,2005,71155,58895,12260,11395,60840,21855,24710,9165,2770,2345
378,3590, Northeast,3553,"Greater Sudbury / Grand Sudbury, Census division (CDR)",3553040,Wahnapitei 11,124,69,11.7,10.59,125,25,80,5,5,20,42,49.2,50,50,0,50,45,0,,,,,35,25,0,0,0,0
379,3590, Northeast,3554,"Timiskaming, District (DIS)",3554001,Coleman,517,295,2.9,177.95,515,65,290,15,20,160,50.2,56,205,205,0,205,195,10,200,175,25,15,200,40,110,30,15,10
380,3590, Northeast,3554,"Timiskaming, District (DIS)",3554006,Latchford,355,206,2.3,152.26,355,30,215,10,25,115,51.4,57.2,150,150,0,150,150,0,155,120,30,30,80,15,40,15,0,0
381,3590, Northeast,3554,"Timiskaming, District (DIS)",3554008,Cobalt,989,542,478.5,2.07,990,145,635,50,60,210,44.4,48,455,455,0,455,440,10,450,390,60,55,350,95,160,30,15,45
382,3590, Northeast,3554,"Timiskaming, District (DIS)",3554014,Harris,530,217,10.6,49.81,530,90,315,35,20,125,44.6,50,225,225,0,225,225,0,205,190,0,0,210,105,45,25,15,25
383,3590, Northeast,3554,"Timiskaming, District (DIS)",3554020,Temiskaming Shores,9634,4539,54.5,176.67,9635,1450,5525,470,540,2660,46,48.4,4275,4260,15,4275,4210,60,4230,3525,710,645,3650,2100,910,280,95,275
384,3590, Northeast,3554,"Timiskaming, District (DIS)",3554021,Hudson,530,325,5.9,90.28,530,80,335,35,25,115,43.8,46.8,235,235,0,235,235,0,225,200,25,20,220,60,95,30,0,35
385,3590, Northeast,3554,"Timiskaming, District (DIS)",3554024,Kerns,330,129,3.6,90.66,330,80,195,20,25,55,38.5,39.2,125,120,0,125,120,0,70,65,0,0,125,40,65,10,10,0
386,3590, Northeast,3554,"Timiskaming, District (DIS)",3554026,Harley,524,200,5.7,92.34,525,130,305,25,20,95,38.1,37.6,185,175,10,185,180,0,170,150,15,0,165,60,50,15,0,35
387,3590, Northeast,3554,"Timiskaming, District (DIS)",3554029,Casey,341,140,4.2,80.8,340,75,225,25,10,45,39.4,40.4,135,135,0,135,135,0,120,100,20,20,145,60,50,20,0,10
388,3590, Northeast,3554,"Timiskaming, District (DIS)",3554032,Brethour,105,48,1.3,81.97,105,20,55,10,5,30,45.2,46.8,25,25,0,25,20,0,,,,,15,0,0,15,0,0
389,3590, Northeast,3554,"Timiskaming, District (DIS)",3554034,Hilliard,215,93,2.4,91.27,215,45,135,5,10,35,41.8,46.8,105,105,0,105,90,10,,,,,75,15,25,10,10,10
390,3590, Northeast,3554,"Timiskaming, District (DIS)",3554036,Armstrong,1199,523,13.3,90.16,1200,275,685,60,55,240,40.2,39.2,505,500,0,505,490,15,475,425,50,50,400,185,130,40,10,30
391,3590, Northeast,3554,"Timiskaming, District (DIS)",3554038,Thornloe,92,53,14,6.59,95,10,60,0,0,25,48.8,50.4,50,50,0,50,50,0,,,,,20,0,10,0,0,0
392,3590, Northeast,3554,"Timiskaming, District (DIS)",3554042,James,348,224,4.1,85.4,345,35,225,10,10,90,50.1,56,180,180,0,180,175,0,180,150,30,30,155,80,10,35,15,10
393,3590, Northeast,3554,"Timiskaming, District (DIS)",3554044,Charlton and Dack,686,280,7.4,92.74,685,130,425,40,35,140,42.3,45.2,260,250,10,260,250,10,240,205,30,30,335,130,65,80,40,15
394,3590, Northeast,3554,"Timiskaming, District (DIS)",3554049,Evanturel,502,203,5.6,89.21,500,90,310,25,20,105,42.4,42,185,180,0,185,180,10,185,175,0,0,190,75,15,65,15,20
395,3590, Northeast,3554,"Timiskaming, District (DIS)",3554052,Englehart,1442,720,494.2,2.92,1440,230,815,50,80,395,45.4,46.4,680,680,0,680,680,0,685,600,80,80,535,270,75,120,35,35
396,3590, Northeast,3554,"Timiskaming, District (DIS)",3554054,Chamberlain,311,145,2.8,110.81,310,55,170,10,10,85,44.6,44.4,120,120,0,120,120,0,,,,,85,25,35,15,10,10
397,3590, Northeast,3554,"Timiskaming, District (DIS)",3554056,Matachewan,268,202,0.5,539.56,270,35,170,0,10,65,47.8,53.2,135,135,0,135,130,0,,,,,115,85,0,0,0,15
398,3590, Northeast,3554,"Timiskaming, District (DIS)",3554057,Matachewan 72,66,35,2,33.09,65,10,50,5,5,10,45,49.2,25,25,0,25,30,0,,,,,30,15,10,0,0,10
399,3590, Northeast,3554,"Timiskaming, District (DIS)",3554058,McGarry,579,333,6.8,85.62,580,85,340,15,25,155,48.5,55.2,285,275,10,285,275,10,285,215,70,65,185,35,30,85,20,20
400,3590, Northeast,3554,"Timiskaming, District (DIS)",3554062,Larder Lake,745,440,3.3,227.62,745,105,435,30,35,205,46.8,51.2,370,370,0,370,360,10,370,325,45,40,245,35,85,65,10,35
401,3590, Northeast,3554,"Timiskaming, District (DIS)",3554066,Gauthier,151,73,1.7,87.98,150,20,110,0,5,25,45.2,49.2,75,75,0,75,75,0,,,,,55,10,40,0,0,0
402,3590, Northeast,3554,"Timiskaming, District (DIS)",3554068,Kirkland Lake,7750,4353,29.7,261.29,7750,1185,4765,365,450,1795,44.3,45.2,3770,3740,30,3770,3690,85,3745,3040,710,680,2700,1920,335,125,185,135
403,3590, Northeast,3554,"Timiskaming, District (DIS)",3554091,Timiskaming,5,38,0,248.55,,,,,,,,,,,,,,,,,,,,,,,,
404,3590, Northeast,3554,"Timiskaming, District (DIS)",3554094,Timiskaming,3210,1934,0.3,10199.8,3210,495,1920,135,140,800,46,51.2,1380,1375,0,1380,1350,30,1325,1210,115,85,1190,295,435,230,115,110
405,3590, Northeast,3556,"Cochrane, District (DIS)",3556014,Black River-Matheson,2572,1403,2.2,1161.89,2570,465,1560,125,125,550,43.4,46.8,1080,1055,25,1080,1065,15,1030,905,125,110,885,235,200,160,145,155
406,3590, Northeast,3556,"Cochrane, District (DIS)",3556027,Timmins,41145,19390,13.9,2955.33,41145,6655,27040,2270,2580,7445,41.8,42,17885,17725,165,17885,17275,610,17800,14925,2875,2655,16710,8750,4975,1755,360,865
407,3590, Northeast,3556,"Cochrane, District (DIS)",3556031,Iroquois Falls,4418,2153,7.4,599.03,4420,675,2715,185,190,1030,45.2,48,1975,1975,0,1975,1950,30,1960,1740,220,205,1380,650,155,185,160,230
408,3590, Northeast,3556,"Cochrane, District (DIS)",3556033,Abitibi 70,156,76,2,78.23,155,25,120,10,30,20,36,32.8,70,65,10,70,65,0,,,,,60,60,0,0,0,0
409,3590, Northeast,3556,"Cochrane, District (DIS)",3556042,Cochrane,5390,2540,10,537.9,5390,965,3315,325,275,1110,42.3,43.6,2315,2285,25,2315,2225,85,2305,1980,325,310,2040,1480,245,85,30,195
410,3590, Northeast,3556,"Cochrane, District (DIS)",3556048,Smooth Rock Falls,1200,650,6,199.73,1200,135,645,45,45,420,51.4,58,580,580,0,580,580,0,580,520,60,55,325,165,0,45,40,60
411,3590, Northeast,3556,"Cochrane, District (DIS)",3556052,Fauquier-Strickland,467,278,0.5,1010.45,470,45,275,15,5,145,52.6,59.6,215,215,0,215,210,0,215,190,20,20,170,35,45,50,0,30
412,3590, Northeast,3556,"Cochrane, District (DIS)",3556056,Moonbeam,1157,759,4.9,234.46,1155,120,740,55,45,295,49.5,55.6,525,525,0,525,515,10,520,480,40,40,360,125,140,65,0,30
413,3590, Northeast,3556,"Cochrane, District (DIS)",3556066,Kapuskasing,8057,4134,95.9,83.98,8055,1245,4830,375,380,1985,45.5,48.4,3790,3770,25,3790,3730,60,3775,3275,500,475,3005,2365,330,75,30,200
414,3590, Northeast,3556,"Cochrane, District (DIS)",3556070,Val Rita-Harty,757,382,2,378.89,755,125,480,35,35,155,44.1,48.4,305,305,0,305,290,20,305,285,25,15,325,115,125,0,0,75
415,3590, Northeast,3556,"Cochrane, District (DIS)",3556073,Opasatika,200,110,0.6,327.09,195,15,130,5,15,50,50.4,57.2,110,110,0,110,110,0,,,,,60,15,0,25,0,10
416,3590, Northeast,3556,"Cochrane, District (DIS)",3556076,Hearst,4794,2373,48.9,98.06,4795,690,2970,280,250,1140,45.2,48,2250,2245,10,2250,2245,10,2235,1940,295,280,2135,1745,150,95,0,145
417,3590, Northeast,3556,"Cochrane, District (DIS)",3556077,Mattice-Val Côté,542,260,1.3,412.81,540,85,350,20,25,105,44.7,49.6,265,265,0,265,265,0,260,240,0,0,175,30,95,25,0,20
418,3590, Northeast,3556,"Cochrane, District (DIS)",3556091,Cochrane,5,38,0,552.18,,,,,,,,,,,,,,,,,,,,,,,,
419,3590, Northeast,3556,"Cochrane, District (DIS)",3556092,Cochrane,2546,1494,0,130291.63,2545,395,1660,140,115,490,44,48.8,1035,1015,20,1035,980,55,1030,940,85,80,955,490,295,80,15,75
420,3590, Northeast,3556,"Cochrane, District (DIS)",3556093,Fort Albany (Part) 67,775,237,220.3,3.52,775,220,515,55,80,40,30.9,26.8,200,175,25,200,135,65,0,0,0,0,250,240,10,0,0,0
421,3590, Northeast,3556,"Cochrane, District (DIS)",3556094,Factory Island 1,1376,462,423.7,3.25,1375,370,885,90,95,120,33.2,31,400,355,40,400,320,80,0,0,0,0,410,350,35,15,10,10
422,3590, Northeast,3556,"Cochrane, District (DIS)",3556095,Constance Lake 92,741,242,28.8,25.69,740,210,425,65,30,105,36.1,37.2,225,210,15,225,190,35,0,0,0,0,220,180,20,10,0,0
423,3590, Northeast,3556,"Cochrane, District (DIS)",3556096,Moose Factory 68,0,0,0,169.16,,,,,,,,,,,,,,,,,,,,,,,,
424,3590, Northeast,3556,"Cochrane, District (DIS)",3556098,Cochrane,25,19,0.5,53.46,,,,,,,,,,,,,,,,,,,,,,,,
425,3590, Northeast,3556,"Cochrane, District (DIS)",3556100,Flying Post 73,0,0,0,58.17,,,,,,,,,,,,,,,,,,,,,,,,
426,3590, Northeast,3556,"Cochrane, District (DIS)",3556102,New Post 69A,128,38,99.5,1.29,125,30,85,10,5,15,34,31.8,35,30,10,35,30,10,,,,,55,30,15,10,0,10
427,3590, Northeast,3556,"Cochrane, District (DIS)",3556106,Moosonee,1512,629,2.8,547.83,1515,435,965,120,90,110,31.9,29.8,490,460,25,490,425,60,480,425,60,60,590,465,90,15,0,20
428,3590, Northeast,3557,"Algoma, District (DIS)",3557001,Jocelyn,314,360,2.4,130.43,315,10,170,5,5,130,58.8,62,165,165,0,165,165,0,165,140,25,25,65,20,15,0,10,15
429,3590, Northeast,3557,"Algoma, District (DIS)",3557004,Hilton,382,335,3.3,114.77,385,50,200,15,10,135,49.7,56.8,140,140,0,140,130,10,145,135,0,0,90,15,20,15,20,25
430,3590, Northeast,3557,"Algoma, District (DIS)",3557006,Hilton Beach,198,134,78.6,2.52,195,25,110,10,10,65,48.8,56.8,105,105,0,105,105,0,,,,,90,20,20,10,20,20
431,3590, Northeast,3557,"Algoma, District (DIS)",3557008,St. Joseph,1426,909,11.2,127.65,1425,195,750,65,40,485,49.7,57.2,610,605,0,610,590,20,575,475,100,85,420,140,100,35,85,65
432,3590, Northeast,3557,"Algoma, District (DIS)",3557011,Laird,1121,560,10.9,103.25,1120,170,700,45,40,255,45.5,50.4,470,465,0,470,465,0,450,415,40,35,385,55,70,205,50,0
433,3590, Northeast,3557,"Algoma, District (DIS)",3557014,Tarbutt and Tarbutt Additional,573,398,10.9,52.79,575,85,340,25,30,145,45.4,49.6,245,245,0,245,245,0,245,225,20,20,220,85,35,65,35,10
434,3590, Northeast,3557,"Algoma, District (DIS)",3557016,Johnson,749,422,6.3,119.47,750,150,450,70,55,140,39.9,40.4,265,255,10,265,250,10,215,200,20,20,190,60,30,30,55,0
435,3590, Northeast,3557,"Algoma, District (DIS)",3557019,Plummer Additional,757,519,3.5,219.24,760,120,445,45,30,195,46.2,52.4,335,330,10,335,330,0,315,260,55,45,230,65,35,55,45,35
436,3590, Northeast,3557,"Algoma, District (DIS)",3557021,Bruce Mines,582,293,95.6,6.09,585,70,305,30,25,210,51,58.4,275,275,0,275,270,0,270,250,25,25,130,50,40,0,15,15
437,3590, Northeast,3557,"Algoma, District (DIS)",3557026,Thessalon 12,151,71,15.8,9.57,155,40,90,10,5,25,38,40.4,60,55,0,60,50,10,,,,,40,30,0,10,0,0
438,3590, Northeast,3557,"Algoma, District (DIS)",3557028,Thessalon,1260,600,287.5,4.38,1260,155,650,60,40,455,52.4,58.8,560,560,0,560,550,0,560,480,80,80,345,265,40,20,0,15
439,3590, Northeast,3557,"Algoma, District (DIS)",3557035,Huron Shores,1860,1171,4.1,451.87,1860,235,1060,70,65,560,49.7,56.4,830,825,10,830,800,35,805,725,75,75,615,250,200,70,10,85
440,3590, Northeast,3557,"Algoma, District (DIS)",3557038,Blind River,3422,2207,6.7,513.98,3420,485,2025,150,155,915,47.1,52.8,1600,1595,0,1600,1540,60,1590,1380,205,200,1130,755,210,55,55,55
441,3590, Northeast,3557,"Algoma, District (DIS)",3557039,Spanish,670,392,6.3,106.9,670,80,395,30,30,190,49.4,56.8,275,275,0,275,275,0,275,205,70,60,145,30,50,40,10,20
442,3590, Northeast,3557,"Algoma, District (DIS)",3557040,The North Shore,531,365,2.3,230.17,535,45,280,20,5,210,54.9,60.4,270,270,0,270,270,0,265,255,0,0,165,70,45,30,10,0
443,3590, Northeast,3557,"Algoma, District (DIS)",3557041,Elliot Lake,11372,6275,16.3,696.06,11375,1175,5655,375,350,4540,53.4,60.4,5840,5815,25,5840,5750,95,5815,4655,1155,1105,2645,1960,305,120,95,165
444,3590, Northeast,3557,"Algoma, District (DIS)",3557051,Macdonald,1513,803,9.3,163.26,1515,275,940,70,65,295,42.6,45.6,605,605,0,605,595,10,570,515,55,55,575,50,120,335,45,15
445,3590, Northeast,3557,"Algoma, District (DIS)",3557061,Sault Ste. Marie,72051,34818,324.6,221.99,72050,10250,43875,3510,4035,17930,45.4,47.2,32530,32395,135,32530,31630,900,32415,27195,5215,4950,23980,15710,6655,940,250,420
446,3590, Northeast,3557,"Algoma, District (DIS)",3557066,Prince,975,462,11.5,84.98,975,125,600,55,40,250,46.7,51.2,395,390,10,395,390,10,400,380,20,0,380,70,220,80,10,0
447,3590, Northeast,3557,"Algoma, District (DIS)",3557071,Sagamok,1110,408,11.5,96.83,1110,280,670,75,75,160,36.2,31.8,385,380,10,385,320,65,0,0,0,0,260,160,20,25,15,30
448,3590, Northeast,3557,"Algoma, District (DIS)",3557072,Serpent River 7,351,151,4.6,76.14,350,75,215,15,25,70,40.2,40,145,140,10,145,140,0,0,0,0,0,80,60,0,10,0,0
449,3590, Northeast,3557,"Algoma, District (DIS)",3557073,Mississagi River 8,414,176,22.7,18.26,415,80,285,15,20,45,39.6,41.2,175,165,10,175,165,10,0,0,0,0,135,95,20,10,10,10
450,3590, Northeast,3557,"Algoma, District (DIS)",3557074,Garden River 14,1071,458,5,213.71,1075,225,700,65,65,145,38.8,38.8,420,410,10,420,385,35,0,0,0,0,335,170,90,45,10,15
451,3590, Northeast,3557,"Algoma, District (DIS)",3557075,Rankin Location 15D,,,,15.39,,,,,,,,,,,,,,,,,,,,,,,,
452,3590, Northeast,3557,"Algoma, District (DIS)",3557076,Wawa,2705,1377,6.6,411.89,2705,435,1675,130,120,600,44,47.2,1210,1205,0,1210,1190,25,1210,1095,110,110,1160,815,100,30,20,195
453,3590, Northeast,3557,"Algoma, District (DIS)",3557077,Goulais Bay 15A,,,,6.71,,,,,,,,,,,,,,,,,,,,,,,,
454,3590, Northeast,3557,"Algoma, District (DIS)",3557078,Gros Cap 49,63,38,1.8,34.12,60,10,45,5,0,10,46,50.8,35,35,0,35,35,0,,,,,20,15,10,0,0,10
455,3590, Northeast,3557,"Algoma, District (DIS)",3557079,Dubreuilville,576,284,6.6,87.53,575,100,370,35,35,105,41.8,44.4,245,245,0,245,235,10,245,200,45,40,245,105,80,15,0,35
456,3590, Northeast,3557,"Algoma, District (DIS)",3557091,White River,557,333,5.8,95.55,555,80,365,15,25,115,45.5,50,295,295,0,295,295,0,295,265,30,30,320,225,0,30,15,35
457,3590, Northeast,3557,"Algoma, District (DIS)",3557092,Obadjiwan 15E,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,
458,3590, Northeast,3557,"Algoma, District (DIS)",3557094,Algoma,5,1,0.1,43.17,,,,,,,,,,,,,,,,,,,,,,,,
459,3590, Northeast,3557,"Algoma, District (DIS)",3557095,Algoma,6050,5019,0.1,43618.95,6050,760,3750,215,220,1540,48,54.4,2770,2755,15,2770,2730,45,2745,2525,225,205,2010,275,770,650,215,105
460,3590, Northeast,3557,"Algoma, District (DIS)",3557096,Hornepayne,968,515,4.8,203.04,965,150,660,45,80,155,40.9,41.2,440,440,0,440,425,15,440,375,65,45,440,350,75,10,0,0
461,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558001,Neebing,2241,1205,2.6,873.78,2240,320,1435,115,90,490,44.7,48.8,940,940,0,940,925,10,910,865,50,45,830,105,280,285,120,35
462,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558003,Fort William 52,964,391,16.5,58.5,960,195,615,60,65,155,38.8,37.6,360,350,10,360,320,40,0,0,0,0,215,120,60,20,0,10
463,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558004,Thunder Bay,108843,50995,332.1,327.77,108845,15420,69595,5405,7325,23825,43.7,44,48405,47950,450,48405,46790,1615,48215,40520,7700,7045,39345,20910,14660,2195,540,1040
464,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558011,Oliver Paipoonge,6035,2390,17.2,350.51,6035,1025,3755,320,265,1260,43.5,46,2320,2315,10,2320,2275,50,2265,2020,240,235,2255,390,1335,400,25,105
465,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558012,Gillies,441,208,4.8,92.68,440,55,290,25,25,100,45.3,50,175,175,0,175,175,0,165,150,0,0,135,20,20,50,35,10
466,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558016,O'Connor,689,283,6.3,108.56,690,115,445,40,30,130,42.6,46,280,275,0,280,275,10,275,270,0,0,345,35,60,160,40,50
467,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558019,Conmee,798,317,4.8,167.65,795,155,520,35,50,125,40,40,300,295,0,300,295,0,295,270,25,0,325,25,95,180,10,10
468,3595, Northwest,3558,"Thunder Bay, District (DIS)",3558028,Shuniah,3247,2088,5.7,571.34,3245,375,1905,120,125,965,49.3,55.2,1425,1425,0,1425,1415,15,1410,1300,110,100,1220,200,505,320,95,100
